"FPS","octinoxate","zinc_oxide","eficacia_octinoxate_hplc","eficacia_zno_aa","spf_in_vitro","emulsifier","emulsifier_type","base_type","viscosidad","CSAT","formula_price","x290","x291","x292","x293","x294","x295","x296","x297","x298","x299","x300","x301","x302","x303","x304","x305","x306","x307","x308","x309","x310","x311","x312","x313","x314","x315","x316","x317","x318","x319","x320","x321","x322","x323","x324","x325","x326","x327","x328","x329","x330","x331","x332","x333","x334","x335","x336","x337","x338","x339","x340","x341","x342","x343","x344","x345","x346","x347","x348","x349","x350","x351","x352","x353","x354","x355","x356","x357","x358","x359","x360","x361","x362","x363","x364","x365","x366","x367","x368","x369","x370","x371","x372","x373","x374","x375","x376","x377","x378","x379","x380","x381","x382","x383","x384","x385","x386","x387","x388","x389","x390","x391","x392","x393","x394","x395","x396","x397","x398","x399","x400"
22.99,5.5270497063861,1.14753232788338,95.5203970152735,97.9285134307048,10.6691232680503,"Natural","ionic","Oil",630.908997127361,"dislike",2.743,1.68106347978595,1.68540552569766,1.68688701302903,1.6858912992624,1.68161001183757,1.68573605321778,1.68992452673767,1.69079462251816,1.68843921803156,1.68620390759401,1.67804510509863,1.67647141570106,1.66892324097128,1.66682485011945,1.66931438187635,1.67191945499874,1.67119539153647,1.67168905002242,1.66641050024771,1.66144893621865,1.65418147513533,1.64347007546955,1.63275327986554,1.6165568970516,1.58969877272468,1.56652388443487,1.54627554157696,1.52260370354163,1.49458585065267,1.46096393533878,1.4272904458235,1.38883479930385,1.34791475829741,1.30386934339862,1.25971883780195,1.21561252119021,1.16457515899419,1.11359144949899,1.06657399295942,1.01079915002825,0.960359797727225,0.912174230982405,0.86489755985189,0.820709345919242,0.780371525487659,0.740357658693234,0.706583066423123,0.67790011464494,0.646450938019936,0.623224551572424,0.594441361713542,0.575295038577717,0.559686432080305,0.539619227074337,0.528055232709344,0.513038572543029,0.502443037369499,0.492338102032157,0.488700616353928,0.479968013495182,0.475814463707346,0.470464485551641,0.465524479509568,0.461617328263544,0.459586193427668,0.458138902776442,0.451832323496019,0.453751320517901,0.447984469235136,0.450572062819163,0.450210078219767,0.44774435140244,0.446095201245984,0.447327906055375,0.442516075989949,0.440888806516355,0.439124215588719,0.43703235666816,0.438148920653707,0.431238203794691,0.432386292613151,0.428733697554686,0.427588581464199,0.423308564021505,0.417142441358232,0.416826791655944,0.411433728196611,0.408984917702623,0.400362927847288,0.402338580312509,0.399584833079954,0.398466685598625,0.396625606275243,0.394060962700234,0.392398867165608,0.391704405567467,0.392576888152553,0.390374294216586,0.391383589509797,0.388487481775747,0.385359288876763,0.388404866783456,0.389060611913292,0.386192080992754,0.3858719067422,0.383247028125674,0.386607211303901,0.381195915461787,0.385131047396567,0.385107524927677,0.380122905375619
13.82,2.85990567717747,7.49065929445546,95.6137167783903,84.4654094870713,10.7895274139319,"Natural","ionic","Water",178.468009770369,"dislike",3.09,1.23951672968401,1.23586619942349,1.2342689758577,1.2424715065347,1.23426159993721,1.23844824961945,1.24959996455242,1.22578550961638,1.23319542477315,1.23049557365049,1.23424035393817,1.23001986217347,1.22898933216046,1.23365038955031,1.23093313624167,1.23338085160482,1.23276435069361,1.23569944681922,1.23560379831857,1.22127478734071,1.22131440205333,1.20838501108034,1.20722081884517,1.19479662652803,1.18287696819611,1.16595099648918,1.17270234442768,1.14390671064317,1.13127230400499,1.1216694400073,1.1049344391786,1.07526440325241,1.06483607187821,1.02872984918914,1.00805506073112,0.981832923461599,0.958953830369535,0.932654453936397,0.915841894414479,0.894622892576151,0.867434965711012,0.852800352863,0.831786186589167,0.814172432285782,0.802279381862528,0.779587225472937,0.768155751169599,0.756923065246693,0.75207663903116,0.74643414946443,0.745107036397535,0.730465039754346,0.741741283729378,0.726123324024523,0.735460830537916,0.726232450794191,0.713901799404954,0.71474804388978,0.723185369822575,0.72085307603205,0.727376506896371,0.734462270019055,0.723176771808436,0.727898639660256,0.73360744428824,0.73077385216922,0.724477017741991,0.720492817071744,0.720328674678122,0.738291304493285,0.733721410681734,0.73413534957684,0.734030640170998,0.734971902823234,0.739635650654118,0.737813327059786,0.735080530611681,0.730650229938459,0.713228707769681,0.711796672435669,0.684955781678933,0.686481528572097,0.663005168080483,0.650757427111835,0.624643398283443,0.582938937233754,0.565626118071732,0.535292618127463,0.525930641063381,0.512321211521482,0.499065330929487,0.48238872429224,0.477815868964795,0.460881229689341,0.462589921534492,0.457672031464111,0.454114871106008,0.443819525263489,0.438829226460496,0.447911724017065,0.44454339760977,0.438149601405358,0.435374086126173,0.436305250566728,0.438094663230046,0.421573404178795,0.431597973481474,0.433868005228565,0.430898833658932,0.423843002343636,0.425463657984525
9.62,2.47453444816732,1.06963762713314,99.399087005867,85.3624886062257,9.67081208629915,"Natural","non-ionic","Water",933.035174606717,"dislike",1.688,1.14211513370659,1.13951105186533,1.14405881135453,1.13204173672956,1.13127810757079,1.12845257442439,1.12248953910563,1.12372512651846,1.11821343478352,1.11768608406815,1.11010067339638,1.10407990301217,1.10101177708929,1.09962651497003,1.09948621440967,1.09871401097596,1.09989212854444,1.09877265807243,1.09644238246791,1.09540070195054,1.08845822573761,1.0809783297911,1.07035762480243,1.06353186222498,1.04803287792255,1.03803568506978,1.017842462191,1.00422598523101,0.990701100877547,0.966188280303686,0.945041964865013,0.924195177079589,0.897369756633497,0.87403131114762,0.845516625403246,0.819918097189088,0.786226649021453,0.759985504053882,0.730834878488477,0.702284302837598,0.677142817945435,0.651110439798832,0.625933602889139,0.604382754002999,0.584496888401033,0.569120385225683,0.551553547379587,0.538084316001523,0.526267518969049,0.515579645667834,0.502612590452158,0.495313198193058,0.485627360187565,0.482017100108384,0.473135634034996,0.470088104008651,0.47086947079626,0.464831950809256,0.460749821426182,0.458881494955137,0.455421529792485,0.449134919893456,0.454426668137289,0.451032542008762,0.446982966584264,0.450012277531632,0.448389220767363,0.449339765291977,0.448242560674694,0.447541456990184,0.447078990079096,0.441860507892926,0.443256874204279,0.442517484985504,0.438631409336629,0.437009492685092,0.435012415387733,0.436787599830102,0.436743844136323,0.432831753428964,0.437676456337085,0.428550038663511,0.427345929523878,0.420581605568052,0.419159247355973,0.421703007742185,0.416606575257951,0.414190393758452,0.407506814344109,0.403789174033363,0.402204672361683,0.403469887921876,0.401161318839983,0.401859617394321,0.399509943488812,0.399305366689597,0.395430625738281,0.397452347518391,0.399351506857136,0.398357148419702,0.396765339916237,0.396428128584442,0.39659420158481,0.394545554118372,0.394124495931681,0.397839217001996,0.392783516444757,0.3907251932889,0.390816667933027,0.392426590107036,0.391150248881437
20.74,4.58354599903879,1.7634004970071,98.1505702225572,83.8899567908885,10.1261648610694,"Natural","ionic","Oil",769.250587346098,"dislike",1.26,1.59836547166603,1.60346400074979,1.60584370100698,1.60221340065149,1.59829611168803,1.59921721711895,1.60593722593895,1.60660288037962,1.60143081402335,1.60073538109072,1.5938703284885,1.59035176577368,1.58598263225515,1.58517872417626,1.58483518825406,1.58620423106724,1.58523474710633,1.58670580164738,1.5844300155716,1.57744586149328,1.57163676330832,1.55838321826083,1.54847903480174,1.53534140270792,1.50920129223905,1.48842652429905,1.46518821501172,1.44407929696831,1.41723884537927,1.38523142903923,1.35190944067752,1.31892491349357,1.27912339892323,1.23966724031072,1.19460484040467,1.15156991703677,1.10487752322066,1.05807013576427,1.01377355778912,0.961724053381846,0.915302385001364,0.870239566692292,0.829115172098255,0.789162757997007,0.7524675371668,0.717234658622747,0.685984784805289,0.659322052385942,0.631629759398173,0.608934037273062,0.585800591331948,0.569101515709653,0.554047626056907,0.540501568161205,0.526230352657617,0.515552552043014,0.506743141897822,0.501008579260956,0.494363520901091,0.486168737578966,0.482003863765015,0.480470490005635,0.474201563009998,0.471927414920666,0.469042198655631,0.468558904848501,0.466922867905761,0.466179924804345,0.461659545708852,0.463017641315357,0.461061537764986,0.458469383777861,0.457920167278556,0.457534931371611,0.454165252093366,0.453905373722473,0.451764361431668,0.450135870178599,0.45092991446031,0.445784434044905,0.445257576943633,0.441292136598192,0.437867246435064,0.433417861607174,0.42704684522929,0.423181319988036,0.418095146510458,0.415653941981848,0.409650500356428,0.408670834246849,0.402389124495428,0.402804847191761,0.401464224767388,0.399635321688111,0.397896054517168,0.39500146590209,0.397337087005232,0.396454864363793,0.396501568512549,0.393586916372597,0.391035653323183,0.391810356108262,0.391287862272886,0.390770183530608,0.389472294154389,0.387777182924111,0.389985165951763,0.386563984810717,0.388242147937995,0.387632159686088,0.38562369986362
23.85,5.67654830360616,3.02948569405021,92.0208950108088,99.3500211976559,11.339992172199,"Sintetic","non-ionic","Oil",4604.79551180678,"so_so",12.946,1.6728285729983,1.67487561330485,1.67949522788246,1.67563990074524,1.67536904984529,1.68072840325434,1.68001285029497,1.68442570948998,1.68163449771173,1.68078762866102,1.67119543473563,1.66904406342723,1.6611353949195,1.65889422254623,1.66357105319178,1.66600956149763,1.66690587564422,1.66596052852161,1.65997881177612,1.65967331957303,1.65043471439164,1.64269688583932,1.62874188134132,1.6137050759029,1.58761159846234,1.56713193622053,1.54448703783001,1.52253416946905,1.49691259677972,1.46111561572719,1.42908000254456,1.39169731084802,1.35030302359639,1.30925399643229,1.26745611606149,1.22701563746652,1.17415144756751,1.12602295178685,1.07885641127069,1.02629331235488,0.97921183696932,0.932570425375985,0.885026889992164,0.843162695466091,0.804016392084174,0.768079894838704,0.735699122537168,0.708898475025902,0.679396141289126,0.65903061154305,0.629157054039532,0.612043151369864,0.595251542150756,0.577208455523923,0.566650829112974,0.552763554769119,0.54624650120932,0.533698725930522,0.53106665678503,0.524970355745973,0.519991237793706,0.510196194049462,0.512560963818008,0.506881494906213,0.504347566750615,0.504837431480398,0.497809536103012,0.502228496438902,0.497741745678837,0.498811298028884,0.500828727047848,0.496685171826248,0.495477744223565,0.497299790226813,0.49053618129859,0.487131153126379,0.484942905036683,0.483764058576066,0.485046905127433,0.475984961922739,0.480272124836282,0.469117140012938,0.467793205892006,0.45798914795994,0.449494678989345,0.450767829278925,0.439616007909705,0.433425719627099,0.417793894330915,0.416601969547126,0.414552083529061,0.411609680939248,0.407262077519946,0.405143379488221,0.40102563858621,0.401529509171678,0.398257044294841,0.396937166312281,0.398988115846642,0.395105271164588,0.391702585883635,0.395155629632831,0.396820494148353,0.391650534314215,0.391064707197201,0.391947754874039,0.391155294901737,0.384563073442222,0.389111788443913,0.390653387669654,0.383953413236697
19.53,3.750191990809,8.87612080485902,94.3885976752775,82.2508017233661,11.5370901696416,"Sintetic","non-ionic","Oil",1152.61466440929,"dislike",1.552,1.4299650919464,1.43293571747392,1.43257025840687,1.43538563467518,1.42980381829339,1.42918512892057,1.44972516492483,1.43380664151597,1.43361593375621,1.43394706410608,1.4371312521578,1.42950363998336,1.43305012875596,1.43962413446767,1.43300961737445,1.43389490122584,1.43135396918109,1.4358826032024,1.44223470598041,1.42564650127655,1.4271716500997,1.40866372566862,1.40492846378128,1.3957251218626,1.37578195283934,1.35902606213282,1.35037755605253,1.32472939342076,1.30518403132856,1.28855396048835,1.26393941045958,1.23864126036979,1.21591614312319,1.18033425878455,1.14377229833746,1.10825792849932,1.07950529238034,1.04749379517098,1.01954011184492,0.986154755420004,0.951304248845798,0.924372437949793,0.900199185386793,0.875507412256557,0.853942040733258,0.826649586088834,0.806992652091075,0.786955218981186,0.774735768663417,0.75790368290831,0.755413613016656,0.738144702924132,0.738686074741114,0.730841346420554,0.725436959642005,0.719576495669903,0.707072700640098,0.712951636013135,0.709373151465828,0.704183881662091,0.70624208873487,0.718350236781417,0.702938519237111,0.708391163404244,0.710409482531769,0.707385549527606,0.711752986827002,0.702818820380155,0.703839612158988,0.714310598828921,0.707058603909734,0.707959654388664,0.708900499767793,0.705775810565732,0.712164747906639,0.712982085707481,0.709613623738177,0.70525306718871,0.6914632636635,0.692661809146406,0.667003143633493,0.665803061262223,0.641626605601451,0.63073451231907,0.606188589667618,0.563432730005513,0.547923145138491,0.522356546438723,0.51805469911409,0.501425116719385,0.481586602301975,0.469951383964183,0.467207394213148,0.454572689269747,0.454467403957529,0.445075906771021,0.446885825487059,0.440334380440754,0.433663380403856,0.43906708640581,0.437320528302143,0.427895568442593,0.423504263671807,0.429260803035249,0.427002662893609,0.415375962448583,0.422351297495187,0.427755156744926,0.420863158753381,0.413893160919623,0.420137766394347
29.9,7.3749672895,4.27218686188852,91.857725915444,94.4432648432935,12.258052952161,"Sintetic","ionic","Oil",1840.50510008482,"dislike",4.4,1.80901265643115,1.81082993645941,1.81478024443889,1.81218526617798,1.81402984246097,1.82171953303388,1.82201012541901,1.82848159663193,1.82727917429963,1.8259267983006,1.81569928754155,1.81374094239855,1.8047866150187,1.80274125187793,1.8095646142163,1.81271002937383,1.81342627557741,1.81132285682218,1.80572941659217,1.808159199261,1.79836960873678,1.79256621013138,1.77626633682075,1.76048148800522,1.73198192087724,1.71103398788156,1.68854471627657,1.66483698784489,1.63802239530472,1.60012645492926,1.56828098223576,1.5280232261615,1.48397739392963,1.4403419879554,1.39706976107439,1.35549408359961,1.29798716632157,1.24713253709132,1.19577643012835,1.13868845147959,1.0875429154166,1.03624898719652,0.982869199356399,0.936678802898567,0.891857204925152,0.850809579681976,0.814498924872785,0.783210783874859,0.749113423867395,0.725332312486827,0.690994953534272,0.669443127863493,0.649310111129313,0.627664674587166,0.61641587404843,0.599420536024227,0.59098111435558,0.575591112019795,0.572605442555507,0.566247237447195,0.55968466619987,0.547300585804366,0.551121142747192,0.544134549369343,0.541975393149096,0.540792536157624,0.533153688987354,0.538171160311642,0.534545814492163,0.534571559593429,0.537595016290775,0.53391989364173,0.532187936251857,0.534201110704344,0.527367438720185,0.522749974958852,0.520435005214679,0.518490564299869,0.519128598158121,0.50951307527653,0.512680365248315,0.498398250554802,0.495856702773197,0.483739407218881,0.472256817382534,0.470782548635397,0.455952141895434,0.445736516277735,0.426663630921385,0.423873415956287,0.421820506582788,0.415658601949648,0.41038996002078,0.407465349008076,0.402074017311686,0.4029280908054,0.397816806154632,0.395820621515897,0.397163510122598,0.393385416340478,0.390160365252559,0.393171956910965,0.395429135975064,0.389672244432637,0.388093151416463,0.389710696946929,0.388175795336074,0.38172515726262,0.386107858832044,0.387759974291719,0.380112449113197
24.76,5.45139330080161,5.85963941691303,88.3441935500163,98.6417748608782,12.130461684998,"Sintetic","ionic","Oil",1330.4942462742,"dislike",1.711,1.63915725768382,1.64104282373502,1.64673249302902,1.64146817248625,1.64333374935925,1.64701058392954,1.65026962301304,1.65371475292724,1.64961093896784,1.65069475305914,1.64326244027591,1.63864287587733,1.63438731495015,1.63466358558881,1.6372529440055,1.63881063718257,1.63958818554404,1.63925681020135,1.63742553617383,1.63606144020593,1.62857843532145,1.61918502823901,1.60498632094556,1.59330503708724,1.56777600156711,1.55048454550271,1.52666717102412,1.50597684576718,1.48241505294236,1.44882840487186,1.41871114642216,1.38647428669653,1.34722487445903,1.31043219542766,1.2687556829577,1.23071602725774,1.18192246083244,1.13917517150553,1.09493748263819,1.04729352496201,1.00453845697487,0.961724861218892,0.919655406131819,0.882598724319121,0.846829552600326,0.815199016967771,0.785471400545515,0.759957848598931,0.734673934643055,0.714922000797525,0.691135629429035,0.674770062192406,0.659128095484818,0.646913694155347,0.635220486386679,0.624944780666573,0.619681873670364,0.611191040774233,0.606416884360619,0.601848906619436,0.596967685234976,0.590662039580428,0.592850724405196,0.588897967877332,0.586450008867452,0.58723584185668,0.585059630368875,0.58671912611286,0.584926349973042,0.585539571251369,0.586382037700903,0.582462709390285,0.582356916107423,0.582515823928624,0.578050313247581,0.575034530663495,0.572083763923818,0.570688847291321,0.569082444014342,0.561648424874115,0.560567940786732,0.545873784826197,0.538272251422623,0.524415131908326,0.510309073435952,0.500861005956015,0.48464630492145,0.471594936824414,0.454767598979487,0.446581666921341,0.438949714454906,0.433385099400946,0.428040440336152,0.42447373105301,0.419167957890241,0.416960983843371,0.413102050649349,0.411911601467982,0.411940247737737,0.408979184769251,0.406164332925113,0.405849916256265,0.406345693390392,0.403421762903539,0.401207541708271,0.402539096751301,0.400097916810068,0.396393621161811,0.397639480828859,0.398065583511541,0.394447967981093
20.12,4.12605735964835,6.11292892437081,90.6501549588451,93.3600259064461,11.3786754556479,"Sintetic","non-ionic","Water",1733.75591407286,"dislike",6.15,1.49788611728889,1.50042297667376,1.50500913575828,1.50053774575184,1.49905821069857,1.49938707451174,1.50841039258483,1.50529985368737,1.50049912964888,1.50159714147109,1.49830518136309,1.49237197715387,1.49200600911685,1.49423194923599,1.49226743697518,1.49253323878946,1.49254044538947,1.49455845843399,1.4958306610217,1.48776678542376,1.48413736333643,1.46988532351152,1.46070850694342,1.45063792732051,1.42808036407493,1.41176741077075,1.39139236148582,1.37044897493203,1.34918885775505,1.32207922751686,1.29323038718998,1.26579544362115,1.23319499017065,1.19917570551393,1.15937222175031,1.12216495712608,1.08275045516031,1.04502414054538,1.00826270007378,0.967499573746476,0.929370501270236,0.893772174471005,0.861123789985808,0.830015696974731,0.801714412118382,0.774309204685689,0.749224571890406,0.727463734462153,0.708854825234936,0.691053195776075,0.676774542436525,0.6624382493634,0.65317663333399,0.645286625586094,0.634137410636148,0.627701472879384,0.621251272778015,0.61947115660847,0.614011070004638,0.609005756328617,0.606935583839647,0.608568719589517,0.603783952301493,0.603791220214295,0.602032386184389,0.602999362298224,0.604243655956205,0.601356213092676,0.599975934058262,0.604194800552061,0.601382472155236,0.598242364894873,0.599255920937923,0.597971388999388,0.596984910312205,0.596463052236766,0.593248248250173,0.591698480443661,0.586653921554904,0.582496329425322,0.574165643131576,0.565743987201431,0.553059993817578,0.541376046405949,0.526047518082351,0.507079125321892,0.493556747535842,0.479195371512631,0.468973048293943,0.458370281973311,0.445900879670739,0.441161029521605,0.437183646728577,0.431496810877988,0.428692877218133,0.423480023380936,0.422735964523455,0.420793689304732,0.418918149226111,0.418666651235595,0.416082726248036,0.412635391040926,0.410929827281662,0.41155455292622,0.409957011082459,0.407022796572832,0.407575896028801,0.406969089508434,0.40538507430544,0.403204010738765,0.404060198880765
16.8,3.54876386826198,3.02917024275364,86.55826348697,97.1745321890533,10.2940028642083,"Natural","ionic","Water",243.696157049773,"dislike",2.2,1.43698183264429,1.44007142360107,1.44504705281133,1.43718718828567,1.43509990125304,1.43352490153146,1.4388387738979,1.43952978058281,1.43199910814053,1.43279254965552,1.42733658275465,1.42194635381857,1.42063440278493,1.4208954552405,1.41894170424954,1.41847647594568,1.4186881909541,1.42036952197985,1.42019212693396,1.41338404374631,1.40876990855974,1.39493582184338,1.38557310514056,1.37597849108988,1.35352514049099,1.33768817332647,1.31318709927487,1.29540158156897,1.27380484164362,1.2448217418793,1.2147728588783,1.18888144548538,1.15409335568874,1.12239270095533,1.08178906716659,1.04427199181232,1.00421966476794,0.965851070048556,0.927980123445209,0.885812273144112,0.848029151392105,0.810799083527334,0.778229677086663,0.746208871429352,0.717273509189488,0.691128514064761,0.665215174804475,0.643843380008288,0.623892436758469,0.605533975780735,0.589021687644114,0.576861351944232,0.564459152269912,0.558067872237479,0.543596631740244,0.538145270944647,0.533584765512809,0.530724579371565,0.523304285306355,0.517464065111808,0.514016074805819,0.513811195298201,0.510331040166809,0.509069920850085,0.505401079180015,0.507552919212379,0.508791806941528,0.506853032798484,0.504011710880447,0.505429474331348,0.502962302697179,0.498748118458977,0.499918655465888,0.498662044797994,0.495704563460822,0.495942610651929,0.493145639510239,0.492918544112375,0.492228676198261,0.487645293120316,0.486519747043921,0.479445701866687,0.472995732746883,0.465110988565991,0.457340823603104,0.450069403228112,0.442407629341949,0.437120336725861,0.43001408447461,0.424233631838583,0.415190599416418,0.415984784307415,0.4134272163868,0.411663264241341,0.40926571618226,0.405284034659261,0.40597325837858,0.40644870072486,0.406364503023646,0.404146326963193,0.401682080594332,0.400432930565585,0.399222379033144,0.399291865938547,0.398085933365936,0.398013655437966,0.397151957772381,0.395047415504453,0.394956137781805,0.394319081052814,0.394426801937134
